Service;Subservice;Area Of Service ;Provinsi;Kab/Kota (Edit);Clnt Id;Clnt Name;Appl Id;Request Reference;Status Simf;Channel;Freq;Freq_Pair;Bwidth;Erp Pwr Dbm;Curr Lic Num;Site Id;Stn Name;Stn Addr;Sid Lat;Sid Long;License Date ;Validity Date ;Ap Id;Tcs Id;Efl Id;Stasiun Lawan;Kab/Kota;NAMA UNIT PELAKSANA TEKNIS;BAND;15 Pita
Land Mobile (private);Standard;JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR, BADAS, SUMBAWA, NTB, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;033056032020;0875479;Granted;;351.3;356.3;16;45.9794;02261081-000SU/2620202025;0002;19.BS. TCC_SUMBAWA;JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR, BADAS, SUMBAWA, NTB;-8.51443889;117.43603611;30/03/2020;29/03/2025;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. HAULING SJR KM 1 DS. LEBANGKAR ,SUMBAWA,ROPANG,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;039214012024;3044475;Granted;;162.725;162.725;16;45.9794;02820362-000SU/2620242029;0001;BS. KPP SUR;JL. HAULING SJR KM 1 DS. LEBANGKAR;-8.969875;117.52167778;31/01/2024;29/01/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037475082024;3517018;Granted;;150.2;155.2;16;46.9794;02914889-000SU/0620242029;0002;MU. 01-46 BERGERAK SEKITAR   DESA RANAN KEC ROPANG;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG;-8.99677778;117.54072222;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037475082024;3517018;Granted;;155.2;150.2;16;45.9794;02914888-000SU/2620242029;0001;REP. KPPSJRP;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG;-8.99677778;117.54072222;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037507082024;3517363;Granted;;150.4;150.4;16;46.9794;02914885-000SU/0620242029;0002;MU. 01-46 BERGERAK SEKITAR   DESA RANAN KEC ROMPA;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG;-8.96527778;117.54083333;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;4546;PERTAMINA, PT. (PERSERO);031373032024;3179595;Granted;;167.95;167.95;16;45.9794;02844881-000SU/2620242029;0001;BASE 01   FT BADAS;JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315;-8.46888889;117.37527778;28/03/2024;27/03/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. PELABUHAN BALAT,KAMP PERJUK-BERTONG, SUMBAWA, ALAS BARAT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;036287122019;0840103;Granted;;359.75;364.75;16;45.9794;02233224-000SU/2620202025;0003;BS. TCC_SUMBAWA;JL. PELABUHAN BALAT,KAMP PERJUK-BERTONG;-8.53977778;116.89505556;13/01/2020;12/01/2030;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL LINTAS SUMBAWA, ALAS, SUMBAWA BESAR, NUSA TENGGARA BARAT, SUMBAWA, RHEE, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;037927112020;1023948;Granted;;352.475;352.475;16;45.9794;02393794-000SU/2620202025;0001;BS. 01 LINK ULP PRINGGABAYA (19);JL LINTAS SUMBAWA, ALAS, SUMBAWA BESAR, NUSA TENGGARA BARAT;-8.40868889;117.21058056;27/11/2020;26/11/2025;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN PANGULIR KM. 5 DESA RANAN KEC ROPANG,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037491082024;3517161;Granted;;168.25;168.25;16;45.9794;02914867-000SU/2620242029;0001;BS. KPPSJRP CCR;JALAN PANGULIR KM. 5 DESA RANAN KEC ROPANG;-8.96972222;117.53833333;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037499082024;3517289;Granted;;168.3;168.3;16;45.9794;02914870-000SU/2620242029;0001;BS. KPPSJRP PIT;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG;-8.96527778;117.54083333;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037494082024;3517200;Granted;;168.15;168.15;16;45.9794;02914876-000SU/2620242029;0001;BS. KPPSJRP WS;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG;-8.97055556;117.53805556;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;;NUSA TENGGARA BARAT;SUMBAWA;49561;KALIMANTAN PRIMA PERSADA, PT.;037490082024;3517149;Granted;;167.9;167.9;16;46.9794;02914879-000SU/0620242029;0002;MU. 01-46 BERGERAK SEKITAR   DESA RANAN KEC ROMPA;JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG;-8.96972222;117.53833333;09/09/2024;08/09/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Aeronautical;Ground-To-Air;JL. GARUDA NO.41 KELURAHAN LEMPEH, SUMBAWA,SUMBAWA,SUMBAWA,NUSA TENGGARA BARAT,LEMPEH;NUSA TENGGARA BARAT;SUMBAWA;00112440;PERUM LPPNPI CABANG LOMBOK;00133072024;1377/DU/SDPPI/2024;Granted;;122.8;;0;43.9794;;;BANDARA SULTAN MUHAMMAD KAHARUDDIN;JL. GARUDA NO.41 KELURAHAN LEMPEH, SUMBAWA;-8.48805556;117.41416667;16/07/2024;16/07/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;2. Penerbangan VHF (108 – 137 MHz)
Land Mobile (private);Standard;JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;4546;PERTAMINA, PT. (PERSERO);031672032024;3189842;Granted;;170.4;170.4;16;45.9794;02844446-000SU/2620242029;0001;BS 1  FT BADAS;JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315;-8.46694444;117.37527778;28/03/2024;27/03/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;;NUSA TENGGARA BARAT;SUMBAWA;4546;PERTAMINA, PT. (PERSERO);031370032024;3179578;Granted;;173.5;173.5;16;45.9794;02844428-000SU/2620242029;0002;BASE 02   FT BADAS;JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315;-8.46694444;117.37527778;28/03/2024;27/03/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Maritime;Coast Station;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00108233;PERTAMINA TRANS KONTINENTAL, PT.;0188300;152/P/SDPPI/2022/1;Granted;;161.55;156.95;25;43.9794;;0001;BADAS RADIO;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA;-8.46694444;117.37555556;05/06/2023;23/06/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Maritime;Coast Station;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00108233;PERTAMINA TRANS KONTINENTAL, PT.;0188300;152/P/SDPPI/2022/1;Granted;;156.8;156.8;25;43.9794;;0001;BADAS RADIO;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA;-8.46694444;117.37555556;05/06/2023;23/06/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Maritime;Coast Station;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00108233;PERTAMINA TRANS KONTINENTAL, PT.;0188300;152/P/SDPPI/2022/1;Granted;;156.525;156.525;25;43.9794;;0001;BADAS RADIO;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA;-8.46694444;117.37555556;05/06/2023;23/06/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Maritime;Coast Station;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00108233;PERTAMINA TRANS KONTINENTAL, PT.;0188300;152/P/SDPPI/2022/1;Granted;;156.45;156.45;25;43.9794;;0001;BADAS RADIO;TBBM BADAS JL.GARUDA KM.8 KEL.KARANG DIMA;-8.46694444;117.37555556;05/06/2023;23/06/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JL. LINTAS SUMBAWA TANO DESA LUK, SUMBAWA, RHEE, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;52251;SINARBALI BINAKARYA, PT.;031279092022;1554926;Granted;;350.2;355.2;16;54.9794;02608512-000SU/2620222027;0001;BS. SINARBALI SUMBAWA;JL. LINTAS SUMBAWA TANO DESA LUK;-8.48916667;117.27638889;04/10/2022;03/10/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;DESA LUNYUK ODE, KECAMATAN LUNYUK, KABUPATEN SUMBAWA, NUSA TENGGARA BARAT, SUMBAWA, LUNYUK, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;7927;AMMAN MINERAL NUSA TENGGARA, PT;036995072022;1399790;Granted;;158.35;153.35;16;44.9794;02587593-000SU/2620222027;0001;REP. RADIO  VHF  LAMPUI;DESA LUNYUK ODE, KECAMATAN LUNYUK, KABUPATEN SUMBAWA, NUSA TENGGARA BARAT;-8.96942778;117.30296389;11/08/2022;10/08/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN GARUDA NO. 1 SUMBAWA BESAR KECAMATAN SUMBAWA, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00118537;SATUAN POLISI PAMONG PRAJA PEMERINTAH KABUPATEN SUMBAWA;036762102021;1181953;Granted;;161.125;166.125;16;45.9794;02490542-000SU/2620212026;0001;BS. SATPOLPP PEMERINTAH KABUPATEN SUMBAWA;JALAN GARUDA NO. 1 SUMBAWA BESAR KECAMATAN SUMBAWA;-8.48972222;117.42;12/10/2021;11/10/2026;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;BUKIT BATUDULANG, BATU LANTEH, SUMBAWA, NTB, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;033368042020;0877043;Granted;;352.45;352.45;16;45.9794;02262745-000SU/2620202025;0001;19.BS. LINK_GI EMPANG;BUKIT BATUDULANG, BATU LANTEH, SUMBAWA, NTB;-8.59521944;117.27558611;01/04/2020;31/03/2025;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BUKIT PALANING DESA SABEDO, UTAN, SUMBAWA, NTB, SUMBAWA, UTAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;031705032020;0871554;Granted;;352.15;352.15;16;45.9794;02257334-000SU/2620202025;0003;19.BS. SITE_ PALANING;BUKIT PALANING DESA SABEDO, UTAN, SUMBAWA, NTB;-8.44011111;117.20427222;20/03/2020;19/03/2025;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. LINTAS KERTASARI, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;036160122019;0837762;Granted;;359.35;364.35;16;45.9794;02230696-000SU/2620202024;0004;BS. GI_KERTASARI 2;JL. LINTAS KERTASARI;-8.44879722;117.33581944;01/01/2020;31/12/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;036572012020;0840201;Granted;;359.6;364.6;16;45.9794;02233239-000SU/2620202025;0001;BS. PLTMG_SUMBAWA;JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR;-8.51443889;117.43603611;13/01/2020;12/01/2030;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. LINTAS SUMBAWA-BIMA KM 41 SIMU, SUMBAWA, PLAMPANG, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;038727022020;0849246;Granted;;352.25;352.25;16;45.9794;02241512-000SU/2620202025;0001;BS. LINK_PLAMPANG;JL. LINTAS SUMBAWA-BIMA KM 41 SIMU;-8.79580278;117.77588889;05/02/2020;04/02/2030;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JLN RAYA BUKIT PERMAI,SEKETENG, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;036047122019;0837764;Granted;;354.95;354.95;16;45.9794;02230716-000SU/2620202024;0001;BS. LINK_GI LABUHAN;JLN RAYA BUKIT PERMAI,SEKETENG;-8.514675;117.43596944;01/01/2020;31/12/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JLN. PELABUHAN BALAT,KAMP PERJUK-BERTONG, SUMBAWA, ALAS BARAT, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;034985122019;0836691;Granted;;354.85;354.85;16;45.9794;02229012-000SU/2620192024;0008;BS. GI_TALIWANG 1;JLN. PELABUHAN BALAT,KAMP PERJUK-BERTONG;-8.53980556;116.89508333;27/12/2019;26/12/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JLN. MERDEKA NO.101, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;034408122019;0826864;Granted;;351.65;356.65;16;45.9794;02220796-000SU/2620192024;0001;BS. ULPLTD_UNIT EMPANG 1;JLN. MERDEKA NO.101;-8.47374722;117.39597222;08/12/2019;07/12/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;030594062019;0727578;Granted;;350.1;355.1;16;45.9794;02120033-000SU/2620192024;0002;BS. ULP SAMAWA REA 2;JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB;-8.49916667;117.42638889;18/07/2019;17/07/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL.RAYA SUMBAWA - BIMA, EMPANG, SUMBAWA BESAR, NTB, SUMBAWA, EMPANG, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;030575062019;0723327;Granted;;352;357;16;45.9794;02117695-000SU/2620192024;0002;BS. ULP EMPANG 2;JL.RAYA SUMBAWA - BIMA, EMPANG, SUMBAWA BESAR, NTB;-8.75833333;117.99805556;03/07/2019;02/07/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;030475062019;0719145;Granted;;350.05;355.05;16;45.9794;02115724-000SU/2620192024;0003;BS. ULP SAMAWA REA;JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB;-8.49916667;117.42638889;27/06/2019;26/06/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. PELABUHAN BADAS RT.1 RW. 11, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00110070;KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN BADAS;039346072016;0378904;Granted;;171.45;171.45;16;45.9794;01885599-000SU/2620162021;0001;BS. 1 BADAS;JL. PELABUHAN BADAS RT.1 RW. 11;-8.46183333;117.37183333;03/08/2016;02/08/2026;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
Land Mobile (private);Standard;JALAN GARUDA, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;2602;DIREKTORAT JENDERAL BEA DAN CUKAI;031218072021;1132009;Granted;;362.1;367.1;12.5;56.44068;02463648-000SU/2620212026;0002;REP. KPPBC TMP C SUMBAWA;JALAN GARUDA;-8.47298333;117.40336667;03/07/2021;02/07/2026;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BUKIT PALANING DESA SABEDO, UTAN, SUMBAWA, NTB, SUMBAWA, RHEE, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;033056032020;0875479;Granted;;356.3;351.3;16;48.0206;02261082-000SU/2620202025;0003;19.REP. SITE_TCC 3;BUKIT PALANING DESA SABEDO, UTAN, SUMBAWA, NTB;-8.43176389;117.20611389;30/03/2020;29/03/2025;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JL. DESA BATULATEH, TEPAL, SUMBAWA, SUMBAWA, RHEE, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;52251;SINARBALI BINAKARYA, PT.;031279092022;1554926;Granted;;355.2;350.2;16;57.0206;02608513-000SU/2620222027;0002;REP. SINARBALI SUMBAWA;JL. DESA BATULATEH, TEPAL, SUMBAWA;-8.53583333;117.17886111;04/10/2022;03/10/2027;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BUKIT PALANING DESA SABEDO, SUMBAWA, UTAN, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;036572012020;0840201;Granted;;364.6;359.6;16;48.0206;02233243-000SU/2620202025;0005;REP. TCC 2;BUKIT PALANING DESA SABEDO;-8.44011111;117.20427222;13/01/2020;12/01/2030;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BATU DULANG, SUMBAWA, SUMBAWA BESAR, NTB, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;030475062019;0719145;Granted;;355.05;350.05;16;48.0206;02115732-000SU/2620192024;00011;REP. DIST SUMBAWA;BATU DULANG, SUMBAWA, SUMBAWA BESAR, NTB;-8.58944444;117.27916667;27/06/2019;26/06/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BUKIT BATUDULANG, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;034408122019;0826864;Granted;;356.65;351.65;25;48.0206;02220808-000SU/2620192024;00013;REP. SITE_TAMBORA;BUKIT BATUDULANG;-8.59521944;117.27558611;08/12/2019;07/12/2029;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;BUKIT BATUDULANG, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00103494;PLN (PERSERO), PT.;036287122019;0840103;Granted;;364.75;359.75;16;48.0206;02233226-000SU/2620202025;0005;REP. TCC;BUKIT BATUDULANG;-8.59521944;117.27558611;13/01/2020;12/01/2030;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;UHF;5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)
Land Mobile (private);Standard;JALAN BUKIT DESA BATU DULANG KECAMATAN BATU LANTE, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;00118537;SATUAN POLISI PAMONG PRAJA PEMERINTAH KABUPATEN SUMBAWA;036762102021;1181953;Granted;;166.125;161.125;16;48.0206;02490543-000SU/2620212026;0002;REP. SATPOLPP PEMERINTAH KABUPATEN SUMBAWA;JALAN BUKIT DESA BATU DULANG KECAMATAN BATU LANTE;-8.59527778;117.27555556;12/10/2021;11/10/2026;;;;;SUMBAWA;Balai Monitor SFR Kelas II Mataram;VHF;3. Komrat VHF, Instanssi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)
